,Регион,Год,Выброс загрезнений(тыс.тонн),Unnamed: 0,index,ranks
411,ЗКО,2046,-11,561.1,823.7,419
410,ЗКО,2046,-11,561.0,820.0,420
419,Карагандинская,2046,-667,589.9,847.1,411
418,Карагандинская,2046,-663,589.8,846.2,412
417,Карагандинская,2046,-659,589.7,845.3,413
416,Карагандинская,2046,-655,589.6,844.4,414
415,Карагандинская,2046,-651,589.5,843.5,415
414,Карагандинская,2046,-646,589.4,842.6,416
413,Карагандинская,2046,-642,589.3,841.7,417
412,Карагандинская,2046,-638,589.2,840.8,418
411,Карагандинская,2046,-634,589.1,839.9,419
410,Карагандинская,2046,-630,589.0,839.0,420
410,Костанайская,2046,148,617.0,835.0,411
411,Костанайская,2046,148,617.1,837.7,412
412,Костанайская,2046,148,617.2,840.4,413
413,Костанайская,2046,148,617.3,843.1,414
414,Костанайская,2046,148,617.4,845.8,415
415,Костанайская,2046,148,617.5,848.5,416
416,Костанайская,2046,148,617.6,851.2,417
417,Костанайская,2046,148,617.7,853.9,418
418,Костанайская,2046,148,617.8,856.6,419
419,Костанайская,2046,148,617.9,859.3,420
419,Кызылординская,2046,6,645.9,845.4,411
418,Кызылординская,2046,6,645.8,843.8,412
417,Кызылординская,2046,6,645.7,842.2,413
416,Кызылординская,2046,6,645.6,840.6,414
415,Кызылординская,2046,6,645.5,839.0,415
414,Кызылординская,2046,6,645.4,837.4,416
413,Кызылординская,2046,6,645.3,835.8,417
412,Кызылординская,2046,6,645.2,834.2,418
411,Кызылординская,2046,6,645.1,832.6,419
410,Кызылординская,2046,7,645.0,831.0,420
410,Мангистауская,2046,85,673.0,825.0,411
411,Мангистауская,2046,85,673.1,827.6,412
412,Мангистауская,2046,85,673.2,830.2,413
413,Мангистауская,2046,85,673.3,832.8,414
414,Мангистауская,2046,85,673.4,835.4,415
415,Мангистауская,2046,85,673.5,838.0,416
416,Мангистауская,2046,85,673.6,840.6,417
417,Мангистауская,2046,85,673.7,843.2,418
418,Мангистауская,2046,85,673.8,845.8,419
419,Мангистауская,2046,85,673.9,848.4,420
410,Павлодарская,2046,937,701.0,824.0,411
411,Павлодарская,2046,937,701.1,825.8,412
412,Павлодарская,2046,938,701.2,827.6,413
413,Павлодарская,2046,939,701.3,829.4,414
414,Павлодарская,2046,940,701.4,831.2,415
415,Павлодарская,2046,941,701.5,833.0,416
416,Павлодарская,2046,942,701.6,834.8,417
417,Павлодарская,2046,943,701.7,836.6,418
418,Павлодарская,2046,944,701.8,838.4,419
419,Павлодарская,2046,945,701.9,840.2,420
419,Республика Казахстан,2046,1567,729.9,852.6,411
418,Республика Казахстан,2046,1570,729.8,849.2,412
417,Республика Казахстан,2046,1572,729.7,845.8,413
416,Республика Казахстан,2046,1575,729.6,842.4,414
415,Республика Казахстан,2046,1578,729.5,839.0,415
414,Республика Казахстан,2046,1580,729.4,835.6,416
413,Республика Казахстан,2046,1583,729.3,832.2,417
412,Республика Казахстан,2046,1585,729.2,828.8,418
411,Республика Казахстан,2046,1588,729.1,825.4,419
410,Республика Казахстан,2046,1591,729.0,822.0,420
410,СКО,2046,64,757.0,834.0,411
411,СКО,2046,64,757.1,835.2,412
412,СКО,2046,64,757.2,836.4,413
413,СКО,2046,64,757.3,837.6,414
414,СКО,2046,64,757.4,838.8,415
415,СКО,2046,64,757.5,840.0,416
416,СКО,2046,64,757.6,841.2,417
417,СКО,2046,64,757.7,842.4,418
418,СКО,2046,64,757.8,843.6,419
419,СКО,2046,64,757.9,844.8,420
289,Туркестанская ,2046,-7,785.9,858.5,281
288,Туркестанская ,2046,-7,785.8,856.0,282
287,Туркестанская ,2046,-7,785.7,853.5,283
286,Туркестанская ,2046,-7,785.6,851.0,284
285,Туркестанская ,2046,-7,785.5,848.5,285
284,Туркестанская ,2046,-7,785.4,846.0,286
283,Туркестанская ,2046,-7,785.3,843.5,287
282,Туркестанская ,2046,-7,785.2,841.0,288
281,Туркестанская ,2046,-7,785.1,838.5,289
280,Туркестанская ,2046,-7,785.0,836.0,290
360,Южно-Казахстанская,2046,160,813.0,838.0,361
361,Южно-Казахстанская,2046,160,813.1,839.2,362
362,Южно-Казахстанская,2046,160,813.2,840.4,363
363,Южно-Казахстанская,2046,160,813.3,841.6,364
364,Южно-Казахстанская,2046,161,813.4,842.8,365
365,Южно-Казахстанская,2046,161,813.5,844.0,366
366,Южно-Казахстанская,2046,161,813.6,845.2,367
367,Южно-Казахстанская,2046,162,813.7,846.4,368
368,Южно-Казахстанская,2046,162,813.8,847.6,369
369,Южно-Казахстанская,2046,162,813.9,848.8,370
280,г.Шымкент,2046,49,897.0,828.0,281
281,г.Шымкент,2046,49,897.1,831.1,282
282,г.Шымкент,2046,49,897.2,834.2,283
283,г.Шымкент,2046,49,897.3,837.3,284
284,г.Шымкент,2046,49,897.4,840.4,285
285,г.Шымкент,2046,49,897.5,843.5,286
286,г.Шымкент,2046,49,897.6,846.6,287
287,г.Шымкент,2046,49,897.7,849.7,288
288,г.Шымкент,2046,49,897.8,852.8,289
289,г.Шымкент,2046,49,897.9,855.9,290
240,Ұлытау,2046,105,925.0,840.0,241
241,Ұлытау,2046,105,925.1,840.9,242
242,Ұлытау,2046,105,925.2,841.8,243
243,Ұлытау,2046,105,925.3,842.7,244
244,Ұлытау,2046,105,925.4,843.6,245
245,Ұлытау,2046,105,925.5,844.5,246
246,Ұлытау,2046,105,925.6,845.4,247
247,Ұлытау,2046,105,925.7,846.3,248
248,Ұлытау,2046,105,925.8,847.2,249
249,Ұлытау,2046,105,925.9,848.1,250
250,Абай,2047,39,338.0,845.0,251
251,Абай,2047,39,338.1,847.3,252
252,Абай,2047,39,338.2,849.6,253
253,Абай,2047,39,338.3,851.9,254
254,Абай,2047,39,338.4,854.2,255
255,Абай,2047,39,338.5,856.5,256
256,Абай,2047,39,338.6,858.8,257
257,Абай,2047,39,338.7,861.1,258
258,Абай,2047,39,338.8,863.4,259
259,Абай,2047,39,338.9,865.7,260
420,Акмолинская,2047,113,366.0,860.0,421
421,Акмолинская,2047,113,366.1,861.7,422
422,Акмолинская,2047,113,366.2,863.4,423
423,Акмолинская,2047,113,366.3,865.1,424
424,Акмолинская,2047,113,366.4,866.8,425
425,Акмолинская,2047,113,366.5,868.5,426
426,Акмолинская,2047,113,366.6,870.2,427
427,Акмолинская,2047,113,366.7,871.9,428
428,Акмолинская,2047,113,366.8,873.6,429
429,Акмолинская,2047,113,366.9,875.3,430
429,Актюбинская,2047,40,394.9,863.9,421
428,Актюбинская,2047,40,394.8,863.8,422
427,Актюбинская,2047,41,394.7,863.7,423
426,Актюбинская,2047,41,394.6,863.6,424
425,Актюбинская,2047,42,394.5,863.5,425
424,Актюбинская,2047,42,394.4,863.4,426
423,Актюбинская,2047,42,394.3,863.3,427
422,Актюбинская,2047,43,394.2,863.2,428
421,Актюбинская,2047,43,394.1,863.1,429
420,Актюбинская,2047,44,394.0,863.0,430
429,Алматинская,2047,-13,422.9,880.1,421
428,Алматинская,2047,-13,422.8,877.2,422
427,Алматинская,2047,-13,422.7,874.3,423
426,Алматинская,2047,-13,422.6,871.4,424
425,Алматинская,2047,-13,422.5,868.5,425
424,Алматинская,2047,-12,422.4,865.6,426
423,Алматинская,2047,-12,422.3,862.7,427
422,Алматинская,2047,-12,422.2,859.8,428
421,Алматинская,2047,-12,422.1,856.9,429
420,Алматинская,2047,-12,422.0,854.0,430
420,Алматы,2047,107,842.0,858.0,421
421,Алматы,2047,107,842.1,859.7,422
422,Алматы,2047,107,842.2,861.4,423
423,Алматы,2047,107,842.3,863.1,424
424,Алматы,2047,107,842.4,864.8,425
425,Алматы,2047,108,842.5,866.5,426
426,Алматы,2047,108,842.6,868.2,427
427,Алматы,2047,108,842.7,869.9,428
428,Алматы,2047,108,842.8,871.6,429
429,Алматы,2047,108,842.9,873.3,430
420,Астана,2047,89,870.0,852.0,421
421,Астана,2047,89,870.1,855.2,422
422,Астана,2047,89,870.2,858.4,423
423,Астана,2047,89,870.3,861.6,424
424,Астана,2047,89,870.4,864.8,425
425,Астана,2047,89,870.5,868.0,426
426,Астана,2047,89,870.6,871.2,427
427,Астана,2047,89,870.7,874.4,428
428,Астана,2047,89,870.8,877.6,429
429,Астана,2047,89,870.9,880.8,430
420,Атырауская,2047,279,450.0,853.0,421
421,Атырауская,2047,279,450.1,855.5,422
422,Атырауская,2047,279,450.2,858.0,423
423,Атырауская,2047,280,450.3,860.5,424
424,Атырауская,2047,280,450.4,863.0,425
425,Атырауская,2047,281,450.5,865.5,426
426,Атырауская,2047,281,450.6,868.0,427
427,Атырауская,2047,281,450.7,870.5,428
428,Атырауская,2047,282,450.8,873.0,429
429,Атырауская,2047,282,450.9,875.5,430
429,ВКО,2047,29,478.9,865.8,421
428,ВКО,2047,29,478.8,864.6,422
427,ВКО,2047,29,478.7,863.4,423
426,ВКО,2047,30,478.6,862.2,424
425,ВКО,2047,30,478.5,861.0,425
424,ВКО,2047,30,478.4,859.8,426
423,ВКО,2047,31,478.3,858.6,427
422,ВКО,2047,31,478.2,857.4,428
421,ВКО,2047,31,478.1,856.2,429
420,ВКО,2047,32,478.0,855.0,430
420,Жамбылская,2047,125,506.0,844.0,421
421,Жамбылская,2047,125,506.1,846.5,422
422,Жамбылская,2047,125,506.2,849.0,423
423,Жамбылская,2047,125,506.3,851.5,424
424,Жамбылская,2047,126,506.4,854.0,425
425,Жамбылская,2047,126,506.5,856.5,426
426,Жамбылская,2047,126,506.6,859.0,427
427,Жамбылская,2047,127,506.7,861.5,428
428,Жамбылская,2047,127,506.8,864.0,429
429,Жамбылская,2047,127,506.9,866.5,430
250,Жетісу,2047,13,534.0,843.0,251
251,Жетісу,2047,13,534.1,846.0,252
252,Жетісу,2047,13,534.2,849.0,253
253,Жетісу,2047,13,534.3,852.0,254
254,Жетісу,2047,13,534.4,855.0,255
255,Жетісу,2047,13,534.5,858.0,256
256,Жетісу,2047,13,534.6,861.0,257
257,Жетісу,2047,13,534.7,864.0,258
258,Жетісу,2047,13,534.8,867.0,259
259,Жетісу,2047,13,534.9,870.0,260
429,ЗКО,2047,-14,562.9,869.6,421
428,ЗКО,2047,-14,562.8,868.2,422
427,ЗКО,2047,-14,562.7,866.8,423
426,ЗКО,2047,-14,562.6,865.4,424
425,ЗКО,2047,-14,562.5,864.0,425
424,ЗКО,2047,-13,562.4,862.6,426
423,ЗКО,2047,-13,562.3,861.2,427
422,ЗКО,2047,-13,562.2,859.8,428
421,ЗКО,2047,-13,562.1,858.4,429
420,ЗКО,2047,-13,562.0,857.0,430
429,Карагандинская,2047,-710,590.9,878.6,421
428,Карагандинская,2047,-706,590.8,875.2,422
427,Карагандинская,2047,-702,590.7,871.8,423
426,Карагандинская,2047,-697,590.6,868.4,424
425,Карагандинская,2047,-693,590.5,865.0,425
424,Карагандинская,2047,-689,590.4,861.6,426
423,Карагандинская,2047,-684,590.3,858.2,427
422,Карагандинская,2047,-680,590.2,854.8,428
421,Карагандинская,2047,-676,590.1,851.4,429
420,Карагандинская,2047,-672,590.0,848.0,430
420,Костанайская,2047,149,618.0,862.0,421
421,Костанайская,2047,149,618.1,863.9,422
422,Костанайская,2047,149,618.2,865.8,423
423,Костанайская,2047,149,618.3,867.7,424
424,Костанайская,2047,149,618.4,869.6,425
425,Костанайская,2047,149,618.5,871.5,426
426,Костанайская,2047,149,618.6,873.4,427
427,Костанайская,2047,149,618.7,875.3,428
428,Костанайская,2047,149,618.8,877.2,429
429,Костанайская,2047,149,618.9,879.1,430
420,Кызылординская,2047,6,646.0,847.0,421
421,Кызылординская,2047,6,646.1,848.8,422
422,Кызылординская,2047,6,646.2,850.6,423
423,Кызылординская,2047,6,646.3,852.4,424
424,Кызылординская,2047,6,646.4,854.2,425
425,Кызылординская,2047,6,646.5,856.0,426
426,Кызылординская,2047,6,646.6,857.8,427
427,Кызылординская,2047,6,646.7,859.6,428
428,Кызылординская,2047,6,646.8,861.4,429
429,Кызылординская,2047,6,646.9,863.2,430
420,Мангистауская,2047,85,674.0,851.0,421
421,Мангистауская,2047,85,674.1,852.9,422
422,Мангистауская,2047,85,674.2,854.8,423
423,Мангистауская,2047,85,674.3,856.7,424
424,Мангистауская,2047,85,674.4,858.6,425
425,Мангистауская,2047,85,674.5,860.5,426
426,Мангистауская,2047,85,674.6,862.4,427
427,Мангистауская,2047,85,674.7,864.3,428
428,Мангистауская,2047,85,674.8,866.2,429
429,Мангистауская,2047,85,674.9,868.1,430
420,Павлодарская,2047,946,702.0,842.0,421
421,Павлодарская,2047,947,702.1,845.2,422
422,Павлодарская,2047,948,702.2,848.4,423
423,Павлодарская,2047,949,702.3,851.6,424
424,Павлодарская,2047,950,702.4,854.8,425
425,Павлодарская,2047,951,702.5,858.0,426
426,Павлодарская,2047,952,702.6,861.2,427
427,Павлодарская,2047,953,702.7,864.4,428
428,Павлодарская,2047,954,702.8,867.6,429
429,Павлодарская,2047,955,702.9,870.8,430
429,Республика Казахстан,2047,1540,730.9,876.7,421
428,Республика Казахстан,2047,1543,730.8,874.4,422
427,Республика Казахстан,2047,1546,730.7,872.1,423
426,Республика Казахстан,2047,1548,730.6,869.8,424
425,Республика Казахстан,2047,1551,730.5,867.5,425
424,Республика Казахстан,2047,1554,730.4,865.2,426
423,Республика Казахстан,2047,1556,730.3,862.9,427
422,Республика Казахстан,2047,1559,730.2,860.6,428
421,Республика Казахстан,2047,1562,730.1,858.3,429
420,Республика Казахстан,2047,1565,730.0,856.0,430
420,СКО,2047,64,758.0,846.0,421
421,СКО,2047,64,758.1,849.9,422
422,СКО,2047,64,758.2,853.8,423
423,СКО,2047,64,758.3,857.7,424
424,СКО,2047,64,758.4,861.6,425
425,СКО,2047,64,758.5,865.5,426
426,СКО,2047,64,758.6,869.4,427
427,СКО,2047,64,758.7,873.3,428
428,СКО,2047,64,758.8,877.2,429
429,СКО,2047,64,758.9,881.1,430
299,Туркестанская ,2047,-9,786.9,870.9,291
298,Туркестанская ,2047,-9,786.8,869.8,292
297,Туркестанская ,2047,-9,786.7,868.7,293
296,Туркестанская ,2047,-9,786.6,867.6,294
295,Туркестанская ,2047,-9,786.5,866.5,295
294,Туркестанская ,2047,-8,786.4,865.4,296
293,Туркестанская ,2047,-8,786.3,864.3,297
292,Туркестанская ,2047,-8,786.2,863.2,298
291,Туркестанская ,2047,-8,786.1,862.1,299
290,Туркестанская ,2047,-8,786.0,861.0,300
370,Южно-Казахстанская,2047,163,814.0,850.0,371
371,Южно-Казахстанская,2047,163,814.1,852.6,372
372,Южно-Казахстанская,2047,163,814.2,855.2,373
373,Южно-Казахстанская,2047,163,814.3,857.8,374
374,Южно-Казахстанская,2047,164,814.4,860.4,375
375,Южно-Казахстанская,2047,164,814.5,863.0,376
376,Южно-Казахстанская,2047,164,814.6,865.6,377
377,Южно-Казахстанская,2047,165,814.7,868.2,378
378,Южно-Казахстанская,2047,165,814.8,870.8,379
379,Южно-Казахстанская,2047,165,814.9,873.4,380
290,г.Шымкент,2047,50,898.0,859.0,291
291,г.Шымкент,2047,50,898.1,859.7,292
292,г.Шымкент,2047,50,898.2,860.4,293
293,г.Шымкент,2047,50,898.3,861.1,294
294,г.Шымкент,2047,50,898.4,861.8,295
295,г.Шымкент,2047,50,898.5,862.5,296
296,г.Шымкент,2047,50,898.6,863.2,297
297,г.Шымкент,2047,50,898.7,863.9,298
298,г.Шымкент,2047,50,898.8,864.6,299
299,г.Шымкент,2047,50,898.9,865.3,300
250,Ұлытау,2047,105,926.0,849.0,251
251,Ұлытау,2047,105,926.1,852.1,252
252,Ұлытау,2047,105,926.2,855.2,253
253,Ұлытау,2047,105,926.3,858.3,254
254,Ұлытау,2047,105,926.4,861.4,255
255,Ұлытау,2047,105,926.5,864.5,256
256,Ұлытау,2047,105,926.6,867.6,257
