,Регион,Год,Выброс загрезнений(тыс.тонн),Unnamed: 0,index,ranks
35,Южно-Казахстанская,2008,39,,70.5,35
34,Южно-Казахстанская,2008,39,,68.8,36
33,Южно-Казахстанская,2008,39,,67.1,37
32,Южно-Казахстанская,2008,39,,65.4,38
31,Южно-Казахстанская,2008,39,,63.7,39
30,Южно-Казахстанская,2008,40,,62.0,40
40,Акмолинская,2009,71,,69.0,41
41,Акмолинская,2009,71,,70.7,42
42,Акмолинская,2009,71,,72.4,43
43,Акмолинская,2009,71,,74.1,44
44,Акмолинская,2009,71,,75.8,45
45,Акмолинская,2009,71,,77.5,46
46,Акмолинская,2009,71,,79.2,47
47,Акмолинская,2009,71,,80.9,48
48,Акмолинская,2009,71,,82.6,49
49,Акмолинская,2009,71,,84.3,50
49,Актюбинская,2009,134,,85.3,41
48,Актюбинская,2009,143,,83.6,42
47,Актюбинская,2009,152,,81.9,43
46,Актюбинская,2009,162,,80.2,44
45,Актюбинская,2009,171,,78.5,45
44,Актюбинская,2009,180,,76.8,46
43,Актюбинская,2009,190,,75.1,47
42,Актюбинская,2009,199,,73.4,48
41,Актюбинская,2009,208,,71.7,49
40,Актюбинская,2009,218,,70.0,50
40,Алматинская,2009,71,,71.0,41
41,Алматинская,2009,71,,72.7,42
42,Алматинская,2009,71,,74.4,43
43,Алматинская,2009,71,,76.1,44
44,Алматинская,2009,72,,77.8,45
45,Алматинская,2009,72,,79.5,46
46,Алматинская,2009,72,,81.2,47
47,Алматинская,2009,73,,82.9,48
48,Алматинская,2009,73,,84.6,49
49,Алматинская,2009,73,,86.3,50
40,Алматы,2009,11,,84.0,41
41,Алматы,2009,11,,85.7,42
42,Алматы,2009,11,,87.4,43
43,Алматы,2009,11,,89.1,44
44,Алматы,2009,11,,90.8,45
45,Алматы,2009,11,,92.5,46
46,Алматы,2009,11,,94.2,47
47,Алматы,2009,11,,95.9,48
48,Алматы,2009,11,,97.6,49
49,Алматы,2009,11,,99.3,50
40,Астана,2009,56,,83.0,41
41,Астана,2009,56,,84.7,42
42,Астана,2009,56,,86.4,43
43,Астана,2009,56,,88.1,44
44,Астана,2009,56,,89.8,45
45,Астана,2009,56,,91.5,46
46,Астана,2009,56,,93.2,47
47,Астана,2009,56,,94.9,48
48,Астана,2009,56,,96.6,49
49,Астана,2009,56,,98.3,50
49,Атырауская,2009,97,,87.3,41
48,Атырауская,2009,97,,85.6,42
47,Атырауская,2009,97,,83.9,43
46,Атырауская,2009,98,,82.2,44
45,Атырауская,2009,98,,80.5,45
44,Атырауская,2009,98,,78.8,46
43,Атырауская,2009,99,,77.1,47
42,Атырауская,2009,99,,75.4,48
41,Атырауская,2009,99,,73.7,49
40,Атырауская,2009,100,,72.0,50
49,ВКО,2009,147,,97.3,41
48,ВКО,2009,147,,95.6,42
47,ВКО,2009,147,,93.9,43
46,ВКО,2009,147,,92.2,44
45,ВКО,2009,148,,90.5,45
44,ВКО,2009,148,,88.8,46
43,ВКО,2009,148,,87.1,47
42,ВКО,2009,148,,85.4,48
41,ВКО,2009,148,,83.7,49
40,ВКО,2009,149,,82.0,50
40,Жамбылская,2009,16,,74.0,41
41,Жамбылская,2009,16,,75.7,42
42,Жамбылская,2009,16,,77.4,43
43,Жамбылская,2009,16,,79.1,44
44,Жамбылская,2009,17,,80.8,45
45,Жамбылская,2009,17,,82.5,46
46,Жамбылская,2009,17,,84.2,47
47,Жамбылская,2009,18,,85.9,48
48,Жамбылская,2009,18,,87.6,49
49,Жамбылская,2009,18,,89.3,50
40,ЗКО,2009,49,,73.0,41
41,ЗКО,2009,49,,74.7,42
42,ЗКО,2009,50,,76.4,43
43,ЗКО,2009,51,,78.1,44
44,ЗКО,2009,52,,79.8,45
45,ЗКО,2009,53,,81.5,46
46,ЗКО,2009,54,,83.2,47
47,ЗКО,2009,55,,84.9,48
48,ЗКО,2009,56,,86.6,49
49,ЗКО,2009,57,,88.3,50
49,Карагандинская,2009,663,,90.3,41
48,Карагандинская,2009,666,,88.6,42
47,Карагандинская,2009,668,,86.9,43
46,Карагандинская,2009,671,,85.2,44
45,Карагандинская,2009,674,,83.5,45
44,Карагандинская,2009,676,,81.8,46
43,Карагандинская,2009,679,,80.1,47
42,Карагандинская,2009,681,,78.4,48
41,Карагандинская,2009,684,,76.7,49
40,Карагандинская,2009,687,,75.0,50
40,Костанайская,2009,111,,76.0,41
41,Костанайская,2009,111,,77.7,42
42,Костанайская,2009,111,,79.4,43
43,Костанайская,2009,111,,81.1,44
44,Костанайская,2009,112,,82.8,45
45,Костанайская,2009,112,,84.5,46
46,Костанайская,2009,112,,86.2,47
47,Костанайская,2009,113,,87.9,48
48,Костанайская,2009,113,,89.6,49
49,Костанайская,2009,113,,91.3,50
49,Кызылординская,2009,29,,92.3,41
48,Кызылординская,2009,29,,90.6,42
47,Кызылординская,2009,30,,88.9,43
46,Кызылординская,2009,30,,87.2,44
45,Кызылординская,2009,31,,85.5,45
44,Кызылординская,2009,31,,83.8,46
43,Кызылординская,2009,31,,82.1,47
42,Кызылординская,2009,32,,80.4,48
41,Кызылординская,2009,32,,78.7,49
40,Кызылординская,2009,33,,77.0,50
40,Мангистауская,2009,64,,78.0,41
41,Мангистауская,2009,64,,79.7,42
42,Мангистауская,2009,64,,81.4,43
43,Мангистауская,2009,65,,83.1,44
44,Мангистауская,2009,65,,84.8,45
45,Мангистауская,2009,66,,86.5,46
46,Мангистауская,2009,66,,88.2,47
47,Мангистауская,2009,66,,89.9,48
48,Мангистауская,2009,67,,91.6,49
49,Мангистауская,2009,67,,93.3,50
40,Павлодарская,2009,560,,80.0,41
41,Павлодарская,2009,561,,81.7,42
42,Павлодарская,2009,562,,83.4,43
43,Павлодарская,2009,563,,85.1,44
44,Павлодарская,2009,564,,86.8,45
45,Павлодарская,2009,566,,88.5,46
46,Павлодарская,2009,567,,90.2,47
47,Павлодарская,2009,568,,91.9,48
48,Павлодарская,2009,569,,93.6,49
49,Павлодарская,2009,570,,95.3,50
49,Республика Казахстан,2009,2235,,83.3,41
48,Республика Казахстан,2009,2244,,81.6,42
47,Республика Казахстан,2009,2254,,79.9,43
46,Республика Казахстан,2009,2263,,78.2,44
45,Республика Казахстан,2009,2273,,76.5,45
44,Республика Казахстан,2009,2282,,74.8,46
43,Республика Казахстан,2009,2291,,73.1,47
42,Республика Казахстан,2009,2301,,71.4,48
41,Республика Казахстан,2009,2310,,69.7,49
40,Республика Казахстан,2009,2320,,68.0,50
40,СКО,2009,77,,81.0,41
41,СКО,2009,77,,82.7,42
42,СКО,2009,77,,84.4,43
43,СКО,2009,77,,86.1,44
44,СКО,2009,77,,87.8,45
45,СКО,2009,77,,89.5,46
46,СКО,2009,77,,91.2,47
47,СКО,2009,77,,92.9,48
48,СКО,2009,77,,94.6,49
49,СКО,2009,77,,96.3,50
40,Южно-Казахстанская,2009,39,,79.0,41
41,Южно-Казахстанская,2009,39,,80.7,42
42,Южно-Казахстанская,2009,39,,82.4,43
43,Южно-Казахстанская,2009,39,,84.1,44
44,Южно-Казахстанская,2009,39,,85.8,45
45,Южно-Казахстанская,2009,39,,87.5,46
46,Южно-Казахстанская,2009,39,,89.2,47
47,Южно-Казахстанская,2009,39,,90.9,48
48,Южно-Казахстанская,2009,39,,92.6,49
49,Южно-Казахстанская,2009,39,,94.3,50
50,Акмолинская,2010,72,,86.0,51
51,Акмолинская,2010,72,,87.7,52
52,Акмолинская,2010,73,,89.4,53
53,Акмолинская,2010,73,,91.1,54
54,Акмолинская,2010,74,,92.8,55
55,Акмолинская,2010,74,,94.5,56
56,Акмолинская,2010,75,,96.2,57
57,Акмолинская,2010,75,,97.9,58
58,Акмолинская,2010,76,,99.6,59
59,Акмолинская,2010,76,,101.3,60
59,Актюбинская,2010,119,,102.3,51
58,Актюбинская,2010,120,,100.6,52
57,Актюбинская,2010,120,,98.9,53
56,Актюбинская,2010,121,,97.2,54
55,Актюбинская,2010,122,,95.5,55
54,Актюбинская,2010,122,,93.8,56
53,Актюбинская,2010,123,,92.1,57
52,Актюбинская,2010,123,,90.4,58
51,Актюбинская,2010,124,,88.7,59
50,Актюбинская,2010,125,,87.0,60
59,Алматинская,2010,73,,103.3,51
58,Алматинская,2010,73,,101.6,52
57,Алматинская,2010,73,,99.9,53
56,Алматинская,2010,73,,98.2,54
55,Алматинская,2010,73,,96.5,55
54,Алматинская,2010,73,,94.8,56
53,Алматинская,2010,73,,93.1,57
52,Алматинская,2010,73,,91.4,58
51,Алматинская,2010,73,,89.7,59
50,Алматинская,2010,74,,88.0,60
50,Алматы,2010,11,,101.0,51
51,Алматы,2010,11,,102.7,52
52,Алматы,2010,11,,104.4,53
53,Алматы,2010,11,,106.1,54
54,Алматы,2010,11,,107.8,55
55,Алматы,2010,11,,109.5,56
56,Алматы,2010,11,,111.2,57
57,Алматы,2010,11,,112.9,58
58,Алматы,2010,11,,114.6,59
59,Алматы,2010,11,,116.3,60
50,Астана,2010,56,,100.0,51
51,Астана,2010,56,,101.7,52
52,Астана,2010,57,,103.4,53
53,Астана,2010,58,,105.1,54
54,Астана,2010,58,,106.8,55
55,Астана,2010,59,,108.5,56
56,Астана,2010,60,,110.2,57
57,Астана,2010,60,,111.9,58
58,Астана,2010,61,,113.6,59
59,Астана,2010,62,,115.3,60
50,Атырауская,2010,97,,89.0,51
51,Атырауская,2010,98,,90.7,52
52,Атырауская,2010,99,,92.4,53
53,Атырауская,2010,100,,94.1,54
54,Атырауская,2010,101,,95.8,55
55,Атырауская,2010,102,,97.5,56
56,Атырауская,2010,103,,99.2,57
57,Атырауская,2010,104,,100.9,58
58,Атырауская,2010,105,,102.6,59
59,Атырауская,2010,106,,104.3,60
50,ВКО,2010,147,,99.0,51
51,ВКО,2010,147,,100.7,52
52,ВКО,2010,147,,102.4,53
53,ВКО,2010,147,,104.1,54
54,ВКО,2010,147,,105.8,55
55,ВКО,2010,147,,107.5,56
56,ВКО,2010,147,,109.2,57
57,ВКО,2010,147,,110.9,58
58,ВКО,2010,147,,112.6,59
59,ВКО,2010,147,,114.3,60
50,Жамбылская,2010,19,,91.0,51
51,Жамбылская,2010,19,,92.7,52
52,Жамбылская,2010,20,,94.4,53
53,Жамбылская,2010,20,,96.1,54
54,Жамбылская,2010,21,,97.8,55
55,Жамбылская,2010,21,,99.5,56
56,Жамбылская,2010,22,,101.2,57
57,Жамбылская,2010,22,,102.9,58
58,Жамбылская,2010,23,,104.6,59
59,Жамбылская,2010,23,,106.3,60
59,ЗКО,2010,55,,105.3,51
58,ЗКО,2010,55,,103.6,52
57,ЗКО,2010,55,,101.9,53
56,ЗКО,2010,56,,100.2,54
55,ЗКО,2010,56,,98.5,55
54,ЗКО,2010,56,,96.8,56
53,ЗКО,2010,57,,95.1,57
52,ЗКО,2010,57,,93.4,58
51,ЗКО,2010,57,,91.7,59
50,ЗКО,2010,58,,90.0,60
50,Карагандинская,2010,661,,92.0,51
51,Карагандинская,2010,664,,93.7,52
52,Карагандинская,2010,667,,95.4,53
53,Карагандинская,2010,670,,97.1,54
54,Карагандинская,2010,673,,98.8,55
55,Карагандинская,2010,676,,100.5,56
56,Карагандинская,2010,679,,102.2,57
57,Карагандинская,2010,682,,103.9,58
58,Карагандинская,2010,685,,105.6,59
59,Карагандинская,2010,688,,107.3,60
59,Костанайская,2010,109,,108.3,51
58,Костанайская,2010,110,,106.6,52
57,Костанайская,2010,110,,104.9,53
56,Костанайская,2010,111,,103.2,54
55,Костанайская,2010,111,,101.5,55
54,Костанайская,2010,112,,99.8,56
53,Костанайская,2010,112,,98.1,57
52,Костанайская,2010,113,,96.4,58
51,Костанайская,2010,113,,94.7,59
50,Костанайская,2010,114,,93.0,60
50,Кызылординская,2010,29,,94.0,51
51,Кызылординская,2010,29,,95.7,52
52,Кызылординская,2010,29,,97.4,53
53,Кызылординская,2010,29,,99.1,54
54,Кызылординская,2010,29,,100.8,55
55,Кызылординская,2010,30,,102.5,56
56,Кызылординская,2010,30,,104.2,57
57,Кызылординская,2010,30,,105.9,58
58,Кызылординская,2010,30,,107.6,59
59,Кызылординская,2010,30,,109.3,60
50,Мангистауская,2010,68,,95.0,51
51,Мангистауская,2010,68,,96.7,52
52,Мангистауская,2010,69,,98.4,53
53,Мангистауская,2010,70,,100.1,54
54,Мангистауская,2010,70,,101.8,55
55,Мангистауская,2010,71,,103.5,56
56,Мангистауская,2010,72,,105.2,57
57,Мангистауская,2010,72,,106.9,58
58,Мангистауская,2010,73,,108.6,59
59,Мангистауская,2010,74,,110.3,60
50,Павлодарская,2010,572,,97.0,51
51,Павлодарская,2010,578,,98.7,52
52,Павлодарская,2010,584,,100.4,53
53,Павлодарская,2010,590,,102.1,54
54,Павлодарская,2010,596,,103.8,55
55,Павлодарская,2010,602,,105.5,56
56,Павлодарская,2010,608,,107.2,57
57,Павлодарская,2010,614,,108.9,58
58,Павлодарская,2010,620,,110.6,59
59,Павлодарская,2010,626,,112.3,60
50,Республика Казахстан,2010,2226,,85.0,51
51,Республика Казахстан,2010,2238,,86.7,52
52,Республика Казахстан,2010,2250,,88.4,53
53,Республика Казахстан,2010,2262,,90.1,54
54,Республика Казахстан,2010,2274,,91.8,55
55,Республика Казахстан,2010,2286,,93.5,56
56,Республика Казахстан,2010,2298,,95.2,57
57,Республика Казахстан,2010,2310,,96.9,58
58,Республика Казахстан,2010,2322,,98.6,59
59,Республика Казахстан,2010,2334,,100.3,60
50,СКО,2010,77,,98.0,51
51,СКО,2010,77,,99.7,52
52,СКО,2010,77,,101.4,53
53,СКО,2010,77,,103.1,54
54,СКО,2010,77,,104.8,55
55,СКО,2010,77,,106.5,56
56,СКО,2010,77,,108.2,57
57,СКО,2010,77,,109.9,58
58,СКО,2010,77,,111.6,59
59,СКО,2010,77,,113.3,60
50,Южно-Казахстанская,2010,40,,96.0,51
51,Южно-Казахстанская,2010,40,,97.7,52
52,Южно-Казахстанская,2010,41,,99.4,53
53,Южно-Казахстанская,2010,42,,101.1,54
54,Южно-Казахстанская,2010,42,,102.8,55
55,Южно-Казахстанская,2010,43,,104.5,56
56,Южно-Казахстанская,2010,44,,106.2,57
57,Южно-Казахстанская,2010,44,,107.9,58
58,Южно-Казахстанская,2010,45,,109.6,59
59,Южно-Казахстанская,2010,46,,111.3,60
60,Акмолинская,2011,77,,103.0,61
61,Акмолинская,2011,79,,104.7,62
62,Акмолинская,2011,82,,106.4,63
63,Акмолинская,2011,85,,108.1,64
64,Акмолинская,2011,88,,109.8,65
65,Акмолинская,2011,91,,111.5,66
66,Акмолинская,2011,93,,113.2,67
67,Акмолинская,2011,96,,114.9,68
68,Акмолинская,2011,99,,116.6,69
69,Акмолинская,2011,102,,118.3,70
60,Актюбинская,2011,119,,104.0,61
61,Актюбинская,2011,119,,105.7,62
62,Актюбинская,2011,119,,107.4,63
63,Актюбинская,2011,120,,109.1,64
64,Актюбинская,2011,120,,110.8,65
65,Актюбинская,2011,121,,112.5,66
66,Актюбинская,2011,121,,114.2,67
67,Актюбинская,2011,121,,115.9,68
68,Актюбинская,2011,122,,117.6,69
69,Актюбинская,2011,122,,119.3,70
69,Алматинская,2011,64,,120.3,61
68,Алматинская,2011,65,,118.6,62
67,Алматинская,2011,66,,116.9,63
66,Алматинская,2011,67,,115.2,64
65,Алматинская,2011,68,,113.5,65
64,Алматинская,2011,69,,111.8,66
63,Алматинская,2011,70,,110.1,67
62,Алматинская,2011,71,,108.4,68
61,Алматинская,2011,72,,106.7,69
60,Алматинская,2011,73,,105.0,70
60,Алматы,2011,11,,118.0,61
61,Алматы,2011,11,,119.7,62
62,Алматы,2011,11,,121.4,63
63,Алматы,2011,11,,123.1,64
64,Алматы,2011,11,,124.8,65
65,Алматы,2011,11,,126.5,66
66,Алматы,2011,11,,128.2,67
67,Алматы,2011,11,,129.9,68
68,Алматы,2011,11,,131.6,69
69,Алматы,2011,11,,133.3,70
60,Астана,2011,63,,117.0,61
61,Астана,2011,63,,118.7,62
62,Астана,2011,63,,120.4,63
63,Астана,2011,63,,122.1,64
64,Астана,2011,63,,123.8,65
65,Астана,2011,63,,125.5,66
66,Астана,2011,63,,127.2,67
67,Астана,2011,63,,128.9,68
