,Регион,Год,Выделенный бюджет на защиту экологии,Unnamed: 0,index,ranks
405,Карагандинская,2045,68592161,588.5,820.5,406
406,Карагандинская,2045,68747451,588.6,824.2,407
407,Карагандинская,2045,68902742,588.7,827.9,408
408,Карагандинская,2045,69058033,588.8,831.6,409
409,Карагандинская,2045,69213324,588.9,835.3,410
400,Костанайская,2045,21290127,616.0,819.0,401
401,Костанайская,2045,21326450,616.1,820.6,402
402,Костанайская,2045,21362774,616.2,822.2,403
403,Костанайская,2045,21399097,616.3,823.8,404
404,Костанайская,2045,21435421,616.4,825.4,405
405,Костанайская,2045,21471745,616.5,827.0,406
406,Костанайская,2045,21508068,616.6,828.6,407
407,Костанайская,2045,21544392,616.7,830.2,408
408,Костанайская,2045,21580715,616.8,831.8,409
409,Костанайская,2045,21617039,616.9,833.4,410
400,Кызылординская,2045,6329560,644.0,817.0,401
401,Кызылординская,2045,6342217,644.1,818.4,402
402,Кызылординская,2045,6354874,644.2,819.8,403
403,Кызылординская,2045,6367532,644.3,821.2,404
404,Кызылординская,2045,6380189,644.4,822.6,405
405,Кызылординская,2045,6392847,644.5,824.0,406
406,Кызылординская,2045,6405504,644.6,825.4,407
407,Кызылординская,2045,6418161,644.7,826.8,408
408,Кызылординская,2045,6430819,644.8,828.2,409
409,Кызылординская,2045,6443476,644.9,829.6,410
409,Мангистауская,2045,2955301,672.9,823.8,401
408,Мангистауская,2045,2987398,672.8,822.6,402
407,Мангистауская,2045,3019495,672.7,821.4,403
406,Мангистауская,2045,3051592,672.6,820.2,404
405,Мангистауская,2045,3083689,672.5,819.0,405
404,Мангистауская,2045,3115786,672.4,817.8,406
403,Мангистауская,2045,3147883,672.3,816.6,407
402,Мангистауская,2045,3179980,672.2,815.4,408
401,Мангистауская,2045,3212077,672.1,814.2,409
400,Мангистауская,2045,3244174,672.0,813.0,410
400,Павлодарская,2045,66064501,700.0,807.0,401
401,Павлодарская,2045,66215489,700.1,808.7,402
402,Павлодарская,2045,66366478,700.2,810.4,403
403,Павлодарская,2045,66517467,700.3,812.1,404
404,Павлодарская,2045,66668456,700.4,813.8,405
405,Павлодарская,2045,66819445,700.5,815.5,406
406,Павлодарская,2045,66970433,700.6,817.2,407
407,Павлодарская,2045,67121422,700.7,818.9,408
408,Павлодарская,2045,67272411,700.8,820.6,409
409,Павлодарская,2045,67423400,700.9,822.3,410
400,Республика Казахстан,2045,538674959,728.0,809.0,401
401,Республика Казахстан,2045,539928914,728.1,810.3,402
402,Республика Казахстан,2045,541182869,728.2,811.6,403
403,Республика Казахстан,2045,542436824,728.3,812.9,404
404,Республика Казахстан,2045,543690779,728.4,814.2,405
405,Республика Казахстан,2045,544944735,728.5,815.5,406
406,Республика Казахстан,2045,546198690,728.6,816.8,407
407,Республика Казахстан,2045,547452645,728.7,818.1,408
408,Республика Казахстан,2045,548706600,728.8,819.4,409
409,Республика Казахстан,2045,549960555,728.9,820.7,410
400,СКО,2045,10263976,756.0,803.0,401
401,СКО,2045,10291469,756.1,806.1,402
402,СКО,2045,10318963,756.2,809.2,403
403,СКО,2045,10346456,756.3,812.3,404
404,СКО,2045,10373950,756.4,815.4,405
405,СКО,2045,10401443,756.5,818.5,406
406,СКО,2045,10428937,756.6,821.6,407
407,СКО,2045,10456430,756.7,824.7,408
408,СКО,2045,10483924,756.8,827.8,409
409,СКО,2045,10511417,756.9,830.9,410
270,Туркестанская,2045,3035944,784.0,815.0,271
271,Туркестанская,2045,3042265,784.1,817.1,272
272,Туркестанская,2045,3048587,784.2,819.2,273
273,Туркестанская,2045,3054909,784.3,821.3,274
274,Туркестанская,2045,3061231,784.4,823.4,275
275,Туркестанская,2045,3067553,784.5,825.5,276
276,Туркестанская,2045,3073875,784.6,827.6,277
277,Туркестанская,2045,3080197,784.7,829.7,278
278,Туркестанская,2045,3086519,784.8,831.8,279
279,Туркестанская,2045,3092841,784.9,833.9,280
350,Южно-Казахстанская,2045,17580426,812.0,808.0,351
351,Южно-Казахстанская,2045,17623317,812.1,811.0,352
352,Южно-Казахстанская,2045,17666209,812.2,814.0,353
353,Южно-Казахстанская,2045,17709100,812.3,817.0,354
354,Южно-Казахстанская,2045,17751992,812.4,820.0,355
355,Южно-Казахстанская,2045,17794884,812.5,823.0,356
356,Южно-Казахстанская,2045,17837775,812.6,826.0,357
357,Южно-Казахстанская,2045,17880667,812.7,829.0,358
358,Южно-Казахстанская,2045,17923558,812.8,832.0,359
359,Южно-Казахстанская,2045,17966450,812.9,835.0,360
279,г.Шымкент,2045,1336097,896.9,826.4,271
278,г.Шымкент,2045,1353920,896.8,824.8,272
277,г.Шымкент,2045,1371742,896.7,823.2,273
276,г.Шымкент,2045,1389565,896.6,821.6,274
275,г.Шымкент,2045,1407388,896.5,820.0,275
274,г.Шымкент,2045,1425210,896.4,818.4,276
273,г.Шымкент,2045,1443033,896.3,816.8,277
272,г.Шымкент,2045,1460855,896.2,815.2,278
271,г.Шымкент,2045,1478678,896.1,813.6,279
270,г.Шымкент,2045,1496501,896.0,812.0,280
230,Ұлытау,2045,12860844,924.0,798.0,231
231,Ұлытау,2045,12860844,924.1,802.2,232
232,Ұлытау,2045,12860844,924.2,806.4,233
233,Ұлытау,2045,12860844,924.3,810.6,234
234,Ұлытау,2045,12860844,924.4,814.8,235
235,Ұлытау,2045,12860844,924.5,819.0,236
236,Ұлытау,2045,12860844,924.6,823.2,237
237,Ұлытау,2045,12860844,924.7,827.4,238
238,Ұлытау,2045,12860844,924.8,831.6,239
239,Ұлытау,2045,12860844,924.9,835.8,240
240,Абай,2046,4569245,337.0,821.0,241
241,Абай,2046,4569245,337.1,823.4,242
242,Абай,2046,4569245,337.2,825.8,243
243,Абай,2046,4569245,337.3,828.2,244
244,Абай,2046,4569245,337.4,830.6,245
245,Абай,2046,4569245,337.5,833.0,246
246,Абай,2046,4569245,337.6,835.4,247
247,Абай,2046,4569245,337.7,837.8,248
248,Абай,2046,4569245,337.8,840.2,249
249,Абай,2046,4569245,337.9,842.6,250
410,Акмолинская,2046,9505270,365.0,832.0,411
411,Акмолинская,2046,9529238,365.1,834.8,412
412,Акмолинская,2046,9553207,365.2,837.6,413
413,Акмолинская,2046,9577176,365.3,840.4,414
414,Акмолинская,2046,9601145,365.4,843.2,415
415,Акмолинская,2046,9625114,365.5,846.0,416
416,Акмолинская,2046,9649083,365.6,848.8,417
417,Акмолинская,2046,9673052,365.7,851.6,418
418,Акмолинская,2046,9697021,365.8,854.4,419
419,Акмолинская,2046,9720990,365.9,857.2,420
410,Актюбинская,2046,76142844,393.0,833.0,411
411,Актюбинская,2046,76326975,393.1,836.0,412
412,Актюбинская,2046,76511107,393.2,839.0,413
413,Актюбинская,2046,76695239,393.3,842.0,414
414,Актюбинская,2046,76879371,393.4,845.0,415
415,Актюбинская,2046,77063503,393.5,848.0,416
416,Актюбинская,2046,77247635,393.6,851.0,417
417,Актюбинская,2046,77431767,393.7,854.0,418
418,Актюбинская,2046,77615899,393.8,857.0,419
419,Актюбинская,2046,77800031,393.9,860.0,420
410,Алматинская,2046,4353114,421.0,837.0,411
411,Алматинская,2046,4362849,421.1,838.7,412
412,Алматинская,2046,4372584,421.2,840.4,413
413,Алматинская,2046,4382319,421.3,842.1,414
414,Алматинская,2046,4392054,421.4,843.8,415
415,Алматинская,2046,4401789,421.5,845.5,416
416,Алматинская,2046,4411524,421.6,847.2,417
417,Алматинская,2046,4421259,421.7,848.9,418
418,Алматинская,2046,4430994,421.8,850.6,419
419,Алматинская,2046,4440729,421.9,852.3,420
410,Алматы,2046,12797244,841.0,826.0,411
411,Алматы,2046,12826750,841.1,829.2,412
412,Алматы,2046,12856256,841.2,832.4,413
413,Алматы,2046,12885763,841.3,835.6,414
414,Алматы,2046,12915269,841.4,838.8,415
415,Алматы,2046,12944776,841.5,842.0,416
416,Алматы,2046,12974282,841.6,845.2,417
417,Алматы,2046,13003788,841.7,848.4,418
418,Алматы,2046,13033295,841.8,851.6,419
419,Алматы,2046,13062801,841.9,854.8,420
410,Астана,2046,7419491,869.0,827.0,411
411,Астана,2046,7438490,869.1,829.5,412
412,Астана,2046,7457489,869.2,832.0,413
413,Астана,2046,7476488,869.3,834.5,414
414,Астана,2046,7495488,869.4,837.0,415
415,Астана,2046,7514487,869.5,839.5,416
416,Астана,2046,7533486,869.6,842.0,417
417,Астана,2046,7552486,869.7,844.5,418
418,Астана,2046,7571485,869.8,847.0,419
419,Астана,2046,7590484,869.9,849.5,420
410,Атырауская,2046,123827186,449.0,830.0,411
411,Атырауская,2046,124122228,449.1,832.3,412
412,Атырауская,2046,124417270,449.2,834.6,413
413,Атырауская,2046,124712312,449.3,836.9,414
414,Атырауская,2046,125007354,449.4,839.2,415
415,Атырауская,2046,125302397,449.5,841.5,416
416,Атырауская,2046,125597439,449.6,843.8,417
417,Атырауская,2046,125892481,449.7,846.1,418
418,Атырауская,2046,126187523,449.8,848.4,419
419,Атырауская,2046,126482565,449.9,850.7,420
410,ВКО,2046,63355126,477.0,829.0,411
411,ВКО,2046,63505711,477.1,831.6,412
412,ВКО,2046,63656296,477.2,834.2,413
413,ВКО,2046,63806881,477.3,836.8,414
414,ВКО,2046,63957466,477.4,839.4,415
415,ВКО,2046,64108051,477.5,842.0,416
416,ВКО,2046,64258636,477.6,844.6,417
417,ВКО,2046,64409221,477.7,847.2,418
418,ВКО,2046,64559806,477.8,849.8,419
419,ВКО,2046,64710391,477.9,852.4,420
410,Жамбылская,2046,13965168,505.0,841.0,411
411,Жамбылская,2046,13999671,505.1,841.3,412
412,Жамбылская,2046,14034175,505.2,841.6,413
413,Жамбылская,2046,14068679,505.3,841.9,414
414,Жамбылская,2046,14103183,505.4,842.2,415
415,Жамбылская,2046,14137687,505.5,842.5,416
416,Жамбылская,2046,14172190,505.6,842.8,417
417,Жамбылская,2046,14206694,505.7,843.1,418
418,Жамбылская,2046,14241198,505.8,843.4,419
419,Жамбылская,2046,14275702,505.9,843.7,420
240,Жетісу,2046,973288,533.0,823.0,241
241,Жетісу,2046,973288,533.1,825.0,242
242,Жетісу,2046,973288,533.2,827.0,243
243,Жетісу,2046,973288,533.3,829.0,244
244,Жетісу,2046,973288,533.4,831.0,245
245,Жетісу,2046,973288,533.5,833.0,246
246,Жетісу,2046,973288,533.6,835.0,247
247,Жетісу,2046,973288,533.7,837.0,248
248,Жетісу,2046,973288,533.8,839.0,249
249,Жетісу,2046,973288,533.9,841.0,250
410,ЗКО,2046,30822309,561.0,820.0,411
411,ЗКО,2046,30901388,561.1,823.7,412
412,ЗКО,2046,30980468,561.2,827.4,413
413,ЗКО,2046,31059547,561.3,831.1,414
414,ЗКО,2046,31138627,561.4,834.8,415
415,ЗКО,2046,31217706,561.5,838.5,416
416,ЗКО,2046,31296786,561.6,842.2,417
417,ЗКО,2046,31375865,561.7,845.9,418
418,ЗКО,2046,31454945,561.8,849.6,419
419,ЗКО,2046,31534024,561.9,853.3,420
410,Карагандинская,2046,69368615,589.0,839.0,411
411,Карагандинская,2046,69523905,589.1,839.9,412
412,Карагандинская,2046,69679196,589.2,840.8,413
413,Карагандинская,2046,69834487,589.3,841.7,414
414,Карагандинская,2046,69989778,589.4,842.6,415
415,Карагандинская,2046,70145069,589.5,843.5,416
416,Карагандинская,2046,70300359,589.6,844.4,417
417,Карагандинская,2046,70455650,589.7,845.3,418
418,Карагандинская,2046,70610941,589.8,846.2,419
419,Карагандинская,2046,70766232,589.9,847.1,420
410,Костанайская,2046,21653363,617.0,835.0,411
411,Костанайская,2046,21689686,617.1,837.7,412
412,Костанайская,2046,21726010,617.2,840.4,413
413,Костанайская,2046,21762334,617.3,843.1,414
414,Костанайская,2046,21798657,617.4,845.8,415
415,Костанайская,2046,21834981,617.5,848.5,416
416,Костанайская,2046,21871305,617.6,851.2,417
417,Костанайская,2046,21907628,617.7,853.9,418
418,Костанайская,2046,21943952,617.8,856.6,419
419,Костанайская,2046,21980276,617.9,859.3,420
410,Кызылординская,2046,6456134,645.0,831.0,411
411,Кызылординская,2046,6468791,645.1,832.6,412
412,Кызылординская,2046,6481448,645.2,834.2,413
413,Кызылординская,2046,6494106,645.3,835.8,414
414,Кызылординская,2046,6506763,645.4,837.4,415
415,Кызылординская,2046,6519421,645.5,839.0,416
416,Кызылординская,2046,6532078,645.6,840.6,417
417,Кызылординская,2046,6544735,645.7,842.2,418
418,Кызылординская,2046,6557393,645.8,843.8,419
419,Кызылординская,2046,6570050,645.9,845.4,420
419,Мангистауская,2046,2634332,673.9,848.4,411
418,Мангистауская,2046,2666429,673.8,845.8,412
417,Мангистауская,2046,2698526,673.7,843.2,413
416,Мангистауская,2046,2730623,673.6,840.6,414
415,Мангистауская,2046,2762720,673.5,838.0,415
414,Мангистауская,2046,2794817,673.4,835.4,416
413,Мангистауская,2046,2826914,673.3,832.8,417
412,Мангистауская,2046,2859011,673.2,830.2,418
411,Мангистауская,2046,2891108,673.1,827.6,419
410,Мангистауская,2046,2923205,673.0,825.0,420
410,Павлодарская,2046,67574389,701.0,824.0,411
411,Павлодарская,2046,67725377,701.1,825.8,412
412,Павлодарская,2046,67876366,701.2,827.6,413
413,Павлодарская,2046,68027355,701.3,829.4,414
414,Павлодарская,2046,68178344,701.4,831.2,415
415,Павлодарская,2046,68329333,701.5,833.0,416
416,Павлодарская,2046,68480321,701.6,834.8,417
417,Павлодарская,2046,68631310,701.7,836.6,418
418,Павлодарская,2046,68782299,701.8,838.4,419
419,Павлодарская,2046,68933288,701.9,840.2,420
410,Республика Казахстан,2046,551214511,729.0,822.0,411
411,Республика Казахстан,2046,552468466,729.1,825.4,412
412,Республика Казахстан,2046,553722421,729.2,828.8,413
413,Республика Казахстан,2046,554976376,729.3,832.2,414
414,Республика Казахстан,2046,556230331,729.4,835.6,415
415,Республика Казахстан,2046,557484286,729.5,839.0,416
416,Республика Казахстан,2046,558738241,729.6,842.4,417
417,Республика Казахстан,2046,559992196,729.7,845.8,418
418,Республика Казахстан,2046,561246151,729.8,849.2,419
419,Республика Казахстан,2046,562500106,729.9,852.6,420
410,СКО,2046,10538911,757.0,834.0,411
411,СКО,2046,10566404,757.1,835.2,412
412,СКО,2046,10593898,757.2,836.4,413
413,СКО,2046,10621391,757.3,837.6,414
414,СКО,2046,10648885,757.4,838.8,415
415,СКО,2046,10676378,757.5,840.0,416
416,СКО,2046,10703872,757.6,841.2,417
417,СКО,2046,10731365,757.7,842.4,418
418,СКО,2046,10758859,757.8,843.6,419
419,СКО,2046,10786352,757.9,844.8,420
280,Туркестанская,2046,3099163,785.0,836.0,281
281,Туркестанская,2046,3105484,785.1,838.5,282
282,Туркестанская,2046,3111806,785.2,841.0,283
283,Туркестанская,2046,3118128,785.3,843.5,284
284,Туркестанская,2046,3124450,785.4,846.0,285
285,Туркестанская,2046,3130772,785.5,848.5,286
286,Туркестанская,2046,3137094,785.6,851.0,287
287,Туркестанская,2046,3143416,785.7,853.5,288
288,Туркестанская,2046,3149738,785.8,856.0,289
289,Туркестанская,2046,3156060,785.9,858.5,290
360,Южно-Казахстанская,2046,18009342,813.0,838.0,361
361,Южно-Казахстанская,2046,18052233,813.1,839.2,362
362,Южно-Казахстанская,2046,18095125,813.2,840.4,363
363,Южно-Казахстанская,2046,18138017,813.3,841.6,364
364,Южно-Казахстанская,2046,18180908,813.4,842.8,365
365,Южно-Казахстанская,2046,18223800,813.5,844.0,366
366,Южно-Казахстанская,2046,18266692,813.6,845.2,367
367,Южно-Казахстанская,2046,18309583,813.7,846.4,368
368,Южно-Казахстанская,2046,18352475,813.8,847.6,369
369,Южно-Казахстанская,2046,18395367,813.9,848.8,370
289,г.Шымкент,2046,1157871,897.9,855.9,281
288,г.Шымкент,2046,1175694,897.8,852.8,282
287,г.Шымкент,2046,1193516,897.7,849.7,283
286,г.Шымкент,2046,1211339,897.6,846.6,284
285,г.Шымкент,2046,1229162,897.5,843.5,285
284,г.Шымкент,2046,1246984,897.4,840.4,286
283,г.Шымкент,2046,1264807,897.3,837.3,287
282,г.Шымкент,2046,1282629,897.2,834.2,288
281,г.Шымкент,2046,1300452,897.1,831.1,289
280,г.Шымкент,2046,1318275,897.0,828.0,290
240,Ұлытау,2046,12860844,925.0,840.0,241
241,Ұлытау,2046,12860844,925.1,840.9,242
242,Ұлытау,2046,12860844,925.2,841.8,243
243,Ұлытау,2046,12860844,925.3,842.7,244
244,Ұлытау,2046,12860844,925.4,843.6,245
245,Ұлытау,2046,12860844,925.5,844.5,246
246,Ұлытау,2046,12860844,925.6,845.4,247
247,Ұлытау,2046,12860844,925.7,846.3,248
248,Ұлытау,2046,12860844,925.8,847.2,249
249,Ұлытау,2046,12860844,925.9,848.1,250
250,Абай,2047,4569245,338.0,845.0,251
251,Абай,2047,4569245,338.1,847.3,252
252,Абай,2047,4569245,338.2,849.6,253
253,Абай,2047,4569245,338.3,851.9,254
254,Абай,2047,4569245,338.4,854.2,255
255,Абай,2047,4569245,338.5,856.5,256
256,Абай,2047,4569245,338.6,858.8,257
257,Абай,2047,4569245,338.7,861.1,258
258,Абай,2047,4569245,338.8,863.4,259
259,Абай,2047,4569245,338.9,865.7,260
420,Акмолинская,2047,9744959,366.0,860.0,421
421,Акмолинская,2047,9768927,366.1,861.7,422
422,Акмолинская,2047,9792896,366.2,863.4,423
423,Акмолинская,2047,9816865,366.3,865.1,424
424,Акмолинская,2047,9840834,366.4,866.8,425
425,Акмолинская,2047,9864803,366.5,868.5,426
426,Акмолинская,2047,9888772,366.6,870.2,427
427,Акмолинская,2047,9912741,366.7,871.9,428
428,Акмолинская,2047,9936710,366.8,873.6,429
429,Акмолинская,2047,9960679,366.9,875.3,430
420,Актюбинская,2047,77984163,394.0,863.0,421
421,Актюбинская,2047,78168294,394.1,863.1,422
422,Актюбинская,2047,78352426,394.2,863.2,423
423,Актюбинская,2047,78536558,394.3,863.3,424
424,Актюбинская,2047,78720690,394.4,863.4,425
425,Актюбинская,2047,78904822,394.5,863.5,426
426,Актюбинская,2047,79088954,394.6,863.6,427
427,Актюбинская,2047,79273086,394.7,863.7,428
428,Актюбинская,2047,79457218,394.8,863.8,429
429,Актюбинская,2047,79641350,394.9,863.9,430
420,Алматинская,2047,4450464,422.0,854.0,421
421,Алматинская,2047,4460199,422.1,856.9,422
422,Алматинская,2047,4469934,422.2,859.8,423
423,Алматинская,2047,4479669,422.3,862.7,424
424,Алматинская,2047,4489404,422.4,865.6,425
425,Алматинская,2047,4499139,422.5,868.5,426
426,Алматинская,2047,4508874,422.6,871.4,427
427,Алматинская,2047,4518609,422.7,874.3,428
428,Алматинская,2047,4528344,422.8,877.2,429
429,Алматинская,2047,4538079,422.9,880.1,430
420,Алматы,2047,13092308,842.0,858.0,421
421,Алматы,2047,13121814,842.1,859.7,422
422,Алматы,2047,13151320,842.2,861.4,423
423,Алматы,2047,13180827,842.3,863.1,424
424,Алматы,2047,13210333,842.4,864.8,425
425,Алматы,2047,13239840,842.5,866.5,426
426,Алматы,2047,13269346,842.6,868.2,427
427,Алматы,2047,13298852,842.7,869.9,428
428,Алматы,2047,13328359,842.8,871.6,429
429,Алматы,2047,13357865,842.9,873.3,430
420,Астана,2047,7609484,870.0,852.0,421
421,Астана,2047,7628483,870.1,855.2,422
422,Астана,2047,7647482,870.2,858.4,423
423,Астана,2047,7666482,870.3,861.6,424
424,Астана,2047,7685481,870.4,864.8,425
425,Астана,2047,7704481,870.5,868.0,426
426,Астана,2047,7723480,870.6,871.2,427
427,Астана,2047,7742479,870.7,874.4,428
428,Астана,2047,7761479,870.8,877.6,429
429,Астана,2047,7780478,870.9,880.8,430
420,Атырауская,2047,126777608,450.0,853.0,421
421,Атырауская,2047,127072650,450.1,855.5,422
422,Атырауская,2047,127367692,450.2,858.0,423
423,Атырауская,2047,127662734,450.3,860.5,424
424,Атырауская,2047,127957776,450.4,863.0,425
425,Атырауская,2047,128252819,450.5,865.5,426
426,Атырауская,2047,128547861,450.6,868.0,427
427,Атырауская,2047,128842903,450.7,870.5,428
428,Атырауская,2047,129137945,450.8,873.0,429
429,Атырауская,2047,129432987,450.9,875.5,430
420,ВКО,2047,64860977,478.0,855.0,421
421,ВКО,2047,65011562,478.1,856.2,422
422,ВКО,2047,65162147,478.2,857.4,423
423,ВКО,2047,65312732,478.3,858.6,424
424,ВКО,2047,65463317,478.4,859.8,425
425,ВКО,2047,65613902,478.5,861.0,426
426,ВКО,2047,65764487,478.6,862.2,427
427,ВКО,2047,65915072,478.7,863.4,428
428,ВКО,2047,66065657,478.8,864.6,429
429,ВКО,2047,66216242,478.9,865.8,430
420,Жамбылская,2047,14310206,506.0,844.0,421
421,Жамбылская,2047,14344709,506.1,846.5,422
422,Жамбылская,2047,14379213,506.2,849.0,423
423,Жамбылская,2047,14413717,506.3,851.5,424
424,Жамбылская,2047,14448221,506.4,854.0,425
425,Жамбылская,2047,14482725,506.5,856.5,426
426,Жамбылская,2047,14517228,506.6,859.0,427
427,Жамбылская,2047,14551732,506.7,861.5,428
428,Жамбылская,2047,14586236,506.8,864.0,429
429,Жамбылская,2047,14620740,506.9,866.5,430
250,Жетісу,2047,973288,534.0,843.0,251
251,Жетісу,2047,973288,534.1,846.0,252
252,Жетісу,2047,973288,534.2,849.0,253
253,Жетісу,2047,973288,534.3,852.0,254
254,Жетісу,2047,973288,534.4,855.0,255
255,Жетісу,2047,973288,534.5,858.0,256
256,Жетісу,2047,973288,534.6,861.0,257
257,Жетісу,2047,973288,534.7,864.0,258
258,Жетісу,2047,973288,534.8,867.0,259
259,Жетісу,2047,973288,534.9,870.0,260
420,ЗКО,2047,31613104,562.0,857.0,421
421,ЗКО,2047,31692183,562.1,858.4,422
422,ЗКО,2047,31771263,562.2,859.8,423
423,ЗКО,2047,31850342,562.3,861.2,424
424,ЗКО,2047,31929422,562.4,862.6,425
425,ЗКО,2047,32008502,562.5,864.0,426
426,ЗКО,2047,32087581,562.6,865.4,427
427,ЗКО,2047,32166661,562.7,866.8,428
428,ЗКО,2047,32245740,562.8,868.2,429
429,ЗКО,2047,32324820,562.9,869.6,430
420,Карагандинская,2047,70921523,590.0,848.0,421
421,Карагандинская,2047,71076813,590.1,851.4,422
422,Карагандинская,2047,71232104,590.2,854.8,423
423,Карагандинская,2047,71387395,590.3,858.2,424
424,Карагандинская,2047,71542686,590.4,861.6,425
425,Карагандинская,2047,71697977,590.5,865.0,426
426,Карагандинская,2047,71853268,590.6,868.4,427
427,Карагандинская,2047,72008559,590.7,871.8,428
428,Карагандинская,2047,72163850,590.8,875.2,429
429,Карагандинская,2047,72319141,590.9,878.6,430
420,Костанайская,2047,22016600,618.0,862.0,421
421,Костанайская,2047,22052923,618.1,863.9,422
422,Костанайская,2047,22089247,618.2,865.8,423
423,Костанайская,2047,22125570,618.3,867.7,424
424,Костанайская,2047,22161894,618.4,869.6,425
425,Костанайская,2047,22198218,618.5,871.5,426
426,Костанайская,2047,22234541,618.6,873.4,427
427,Костанайская,2047,22270865,618.7,875.3,428
428,Костанайская,2047,22307188,618.8,877.2,429
429,Костанайская,2047,22343512,618.9,879.1,430
420,Кызылординская,2047,6582708,646.0,847.0,421
421,Кызылординская,2047,6595365,646.1,848.8,422
422,Кызылординская,2047,6608022,646.2,850.6,423
423,Кызылординская,2047,6620680,646.3,852.4,424
424,Кызылординская,2047,6633337,646.4,854.2,425
425,Кызылординская,2047,6645995,646.5,856.0,426
426,Кызылординская,2047,6658652,646.6,857.8,427
427,Кызылординская,2047,6671309,646.7,859.6,428
428,Кызылординская,2047,6683967,646.8,861.4,429
429,Кызылординская,2047,6696624,646.9,863.2,430
429,Мангистауская,2047,2313362,674.9,868.1,421
428,Мангистауская,2047,2345459,674.8,866.2,422
427,Мангистауская,2047,2377556,674.7,864.3,423
426,Мангистауская,2047,2409653,674.6,862.4,424
425,Мангистауская,2047,2441750,674.5,860.5,425
424,Мангистауская,2047,2473847,674.4,858.6,426
423,Мангистауская,2047,2505944,674.3,856.7,427
422,Мангистауская,2047,2538041,674.2,854.8,428
421,Мангистауская,2047,2570138,674.1,852.9,429
420,Мангистауская,2047,2602235,674.0,851.0,430
420,Павлодарская,2047,69084277,702.0,842.0,421
421,Павлодарская,2047,69235265,702.1,845.2,422
422,Павлодарская,2047,69386254,702.2,848.4,423
423,Павлодарская,2047,69537243,702.3,851.6,424
424,Павлодарская,2047,69688232,702.4,854.8,425
425,Павлодарская,2047,69839221,702.5,858.0,426
426,Павлодарская,2047,69990209,702.6,861.2,427
427,Павлодарская,2047,70141198,702.7,864.4,428
428,Павлодарская,2047,70292187,702.8,867.6,429
429,Павлодарская,2047,70443176,702.9,870.8,430
420,Республика Казахстан,2047,563754062,730.0,856.0,421
421,Республика Казахстан,2047,565008017,730.1,858.3,422
422,Республика Казахстан,2047,566261972,730.2,860.6,423
423,Республика Казахстан,2047,567515927,730.3,862.9,424
424,Республика Казахстан,2047,568769882,730.4,865.2,425
425,Республика Казахстан,2047,570023838,730.5,867.5,426
426,Республика Казахстан,2047,571277793,730.6,869.8,427
427,Республика Казахстан,2047,572531748,730.7,872.1,428
428,Республика Казахстан,2047,573785703,730.8,874.4,429
429,Республика Казахстан,2047,575039658,730.9,876.7,430
420,СКО,2047,10813846,758.0,846.0,421
421,СКО,2047,10841339,758.1,849.9,422
422,СКО,2047,10868832,758.2,853.8,423
423,СКО,2047,10896326,758.3,857.7,424
424,СКО,2047,10923819,758.4,861.6,425
425,СКО,2047,10951313,758.5,865.5,426
426,СКО,2047,10978806,758.6,869.4,427
427,СКО,2047,11006299,758.7,873.3,428
428,СКО,2047,11033793,758.8,877.2,429
429,СКО,2047,11061286,758.9,881.1,430
290,Туркестанская,2047,3162382,786.0,861.0,291
291,Туркестанская,2047,3168703,786.1,862.1,292
292,Туркестанская,2047,3175025,786.2,863.2,293
293,Туркестанская,2047,3181347,786.3,864.3,294
294,Туркестанская,2047,3187669,786.4,865.4,295
295,Туркестанская,2047,3193991,786.5,866.5,296
296,Туркестанская,2047,3200312,786.6,867.6,297
297,Туркестанская,2047,3206634,786.7,868.7,298
298,Туркестанская,2047,3212956,786.8,869.8,299
299,Туркестанская,2047,3219278,786.9,870.9,300
370,Южно-Казахстанская,2047,18438259,814.0,850.0,371
371,Южно-Казахстанская,2047,18481150,814.1,852.6,372
372,Южно-Казахстанская,2047,18524042,814.2,855.2,373
373,Южно-Казахстанская,2047,18566934,814.3,857.8,374
374,Южно-Казахстанская,2047,18609825,814.4,860.4,375
375,Южно-Казахстанская,2047,18652717,814.5,863.0,376
376,Южно-Казахстанская,2047,18695609,814.6,865.6,377
377,Южно-Казахстанская,2047,18738500,814.7,868.2,378
378,Южно-Казахстанская,2047,18781392,814.8,870.8,379
379,Южно-Казахстанская,2047,18824284,814.9,873.4,380
299,г.Шымкент,2047,979646,898.9,865.3,291
298,г.Шымкент,2047,997469,898.8,864.6,292
297,г.Шымкент,2047,1015291,898.7,863.9,293
296,г.Шымкент,2047,1033114,898.6,863.2,294
295,г.Шымкент,2047,1050936,898.5,862.5,295
294,г.Шымкент,2047,1068759,898.4,861.8,296
293,г.Шымкент,2047,1086581,898.3,861.1,297
292,г.Шымкент,2047,1104404,898.2,860.4,298
291,г.Шымкент,2047,1122226,898.1,859.7,299
290,г.Шымкент,2047,1140049,898.0,859.0,300
250,Ұлытау,2047,12860844,926.0,849.0,251
251,Ұлытау,2047,12860844,926.1,852.1,252
252,Ұлытау,2047,12860844,926.2,855.2,253
253,Ұлытау,2047,12860844,926.3,858.3,254
254,Ұлытау,2047,12860844,926.4,861.4,255
255,Ұлытау,2047,12860844,926.5,864.5,256
256,Ұлытау,2047,12860844,926.6,867.6,257
257,Ұлытау,2047,12860844,926.7,870.7,258
258,Ұлытау,2047,12860844,926.8,873.8,259
259,Ұлытау,2047,12860844,926.9,876.9,260
